"Date & Time","use [kWh]","gen [kWh]","Outlet #1 [kWh]","Outlet #2 [kWh]","Outlet #3 [kWh]","Outlet #4 [kWh]","Solar Power [kWh]","Generator Power [kWh]","Grid Power [kWh]","DC Outlets [kWh]","Battery Voltage [Vs]","AC Voltage [Vs]","AC Frequency [Hzs]","out1ap [kWh]","out2ap [kWh]","out3ap [kWh]","out4ap [kWh]","Ap Grid [kWh]"
2014-08-10 00:00:00,43.412972778,1219.635443889,274.822946944,54.785835278,146.571537778,364.732626111,1219.635443889,15.539163333,27.873809444,-339.289026389,784041273189.000010000,5305770790047.000000000,3933872396183.000200000,273.678762500,52.974787222,145.677500278,363.919937222,28.459168611
2014-08-09 00:00:00,43.412062778,1216.165958611,274.462868611,54.781684444,145.991155000,363.986214722,1216.165958611,15.538253333,27.873809444,-338.275990000,781816404327.000020000,5285798571337.000100000,3929552014690.999900000,273.322378611,52.976943056,145.101413889,363.174915000,28.457300833
2014-08-08 00:00:00,43.411209167,1212.784796944,274.458210556,54.777637222,145.524626667,362.776916111,1212.784796944,15.537399722,27.873809444,-337.261756667,779595129075.999970000,5265820380652.999800000,3925231631597.999900000,273.322774722,52.978843333,144.638890278,361.967029722,28.455686944
2014-08-07 00:00:00,43.410243333,1210.040443333,274.453451667,54.773536667,145.114535833,361.332775833,1210.040443333,15.536433889,27.873809444,-336.247848611,777378321093.000050000,5245841838500.999800000,3920911248834.000200000,273.323272778,52.980880556,144.232531667,360.523404444,28.453888056
2014-08-06 00:00:00,43.409495833,1206.904019167,274.176892778,54.770686111,144.617666667,360.333666111,1206.904019167,15.535686389,27.873809444,-335.223793889,775144196976.000070000,5230724587333.999800000,3910687101959.000200000,273.049675556,52.982785556,143.737505000,359.524313889,28.452419722
2014-08-05 00:00:00,43.408763333,1204.457490556,273.292449444,54.768096389,144.070405556,359.791098333,1204.457490556,15.534953889,27.873809444,-334.202814444,772920008260.999910000,5217167205594.000200000,3895790061087.999900000,272.166881389,52.985113333,143.191949722,358.983498056,28.450528056
2014-08-04 00:00:00,43.408242222,1202.660315000,273.287691111,54.763582500,144.065498056,359.785975833,1202.660315000,15.534432778,27.873809444,-333.181075556,770681544125.000000000,5197185169550.999900000,3891469676434.999700000,272.166925556,52.985692778,143.192087778,358.983405000,28.449664167
2014-08-03 00:00:00,43.407600833,1200.909995000,273.283054167,54.759025278,144.060603333,359.780761667,1200.909995000,15.533791389,27.873809444,-332.159673056,768445861601.999990000,5177203793400.999900000,3887149292878.000100000,272.167052500,52.986129444,143.192141111,358.983052778,28.448845278
2014-08-02 00:00:00,43.406963889,1199.080645556,273.278301667,54.754429722,144.055772222,359.775555000,1199.080645556,15.533154444,27.873809444,-331.140989722,766210747062.000030000,5157219678244.000000000,3882828909952.999900000,272.167158889,52.986696389,143.192331667,358.982827222,28.448106667
2014-08-01 00:00:00,43.406290000,1197.272916389,273.273625278,54.749926111,144.050923333,359.770404722,1197.272916389,15.532480556,27.873809444,-330.121060278,763978318253.000020000,5137233623083.000100000,3878508525753.999900000,272.167306944,52.987363333,143.192516667,358.982597222,28.447210833
2014-07-31 00:00:00,43.405762222,1194.985996111,273.268830833,54.745295833,144.045900000,359.765171667,1194.985996111,15.531952778,27.873809444,-329.101623889,761742940463.999980000,5117242851570.000000000,3874188143109.999800000,272.167551944,52.988005556,143.192703056,358.982406944,28.446321111
